mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_ACC,split1_test_ACC,split2_test_ACC,split3_test_ACC,split4_test_ACC,mean_test_ACC,std_test_ACC,rank_test_ACC,split0_test_Custom Evaluation,split1_test_Custom Evaluation,split2_test_Custom Evaluation,split3_test_Custom Evaluation,split4_test_Custom Evaluation,mean_test_Custom Evaluation,std_test_Custom Evaluation,rank_test_Custom Evaluation
0.00299530029296875,0.0006412688886124054,0.002199888229370117,0.0003998311559586697,1,2,2,auto,77,True,"{'n_estimators': 1, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 77, 'bootstrap': True}",,,,0.6956521739130435,,,,52,,,,-0.8,,,,52
0.18341560363769532,0.0060796400432025334,0.0,0.0,889,1,1,auto,55,True,"{'n_estimators': 889, 'min_samples_split': 1, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 55, 'bootstrap': True}",,,,,,,,51,,,,,,,,51
1.3920249462127685,0.016781815154622126,0.10099925994873046,0.0012670078938291853,2000,2,1,sqrt,55,True,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",,,,,,,,50,,,,,,,,50
1.2248090267181397,0.01735635490916257,0.08900232315063476,0.0014132043492116498,1777,14,1,sqrt,88,True,"{'n_estimators': 1777, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 88, 'bootstrap': True}",,,,,,,,37,,,,,,,,37
1.0316238403320312,0.01450403031444408,0.06818642616271972,0.0019471894608620356,1333,14,1,auto,,True,"{'n_estimators': 1333, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None, 'bootstrap': True}",,,,,,,,22,,,,,,,,22
0.4128117084503174,0.013760611232788916,0.035405731201171874,0.0018450963130390767,667,14,4,auto,33,False,"{'n_estimators': 667, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 33, 'bootstrap': False}",,,,,,,,21,,,,,,,,21
0.27042250633239745,0.006820516608712656,0.0,0.0,1333,1,2,auto,99,False,"{'n_estimators': 1333, 'min_samples_split': 1, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 99, 'bootstrap': False}",,,,,,,,20,,,,,,,,20
0.7656076431274415,0.01070903907622437,0.05619912147521973,0.000758162960272904,1111,14,1,sqrt,110,True,"{'n_estimators': 1111, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': True}",,,,,,,,19,,,,,,,,19
0.17921581268310546,0.0015977752995304,0.012799215316772462,0.0007506789453967858,223,2,1,auto,88,True,"{'n_estimators': 223, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 88, 'bootstrap': True}",,,,,,,,18,,,,,,,,18
0.04840669631958008,0.002885446866483618,0.0,0.0,223,1,4,auto,22,False,"{'n_estimators': 223, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 22, 'bootstrap': False}",,,,,,,,17,,,,,,,,17
0.2286137104034424,0.007500949937531382,0.0,0.0,1111,1,4,auto,44,True,"{'n_estimators': 1111, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 44, 'bootstrap': True}",,,,,,,,16,,,,,,,,16
0.43781270980834963,0.005265917631102935,0.033806991577148435,0.00040431144397892846,667,2,4,sqrt,1,True,"{'n_estimators': 667, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 1, 'bootstrap': True}",,,,,,,,15,,,,,,,,15
1.2522118091583252,0.09945631892501335,0.09940176010131836,0.01461178642027769,1555,2,2,sqrt,77,True,"{'n_estimators': 1555, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 77, 'bootstrap': True}",,,,,,,,14,,,,,,,,14
0.9538112163543702,0.012917548304390259,0.09720125198364257,0.003716075655316698,1555,14,2,sqrt,88,False,"{'n_estimators': 1555, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 88, 'bootstrap': False}",,,,,,,,13,,,,,,,,13
0.10621919631958007,0.0007440918432765829,0.0,0.0,445,1,4,sqrt,,True,"{'n_estimators': 445, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",,,,,,,,12,,,,,,,,12
0.002801847457885742,0.0004020113209058557,0.0021955013275146485,0.00038857604845848876,1,14,4,sqrt,88,True,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 88, 'bootstrap': True}",,,,,,,,11,,,,,,,,11
1.4626164436340332,0.06796733648678921,0.10940375328063964,0.008822315384182797,1777,2,2,sqrt,66,True,"{'n_estimators': 1777, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 66, 'bootstrap': True}",,,,,,,,10,,,,,,,,10
0.8238180160522461,0.04037761890177836,0.08200063705444335,0.0026042541199774636,1333,2,4,sqrt,110,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': False}",,,,,,,,9,,,,,,,,9
0.10681977272033691,0.0011581276224731719,0.0,0.0,445,1,2,sqrt,77,True,"{'n_estimators': 445, 'min_samples_split': 1, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 77, 'bootstrap': True}",,,,,,,,8,,,,,,,,8
1.0002257823944092,0.020673937756676964,0.08079495429992675,0.004859871461676688,1333,2,2,auto,,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,,,,7,,,,,,,,7
0.16420059204101561,0.007711152474701832,0.0,0.0,667,1,1,auto,110,True,"{'n_estimators': 667, 'min_samples_split': 1, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 110, 'bootstrap': True}",,,,,,,,6,,,,,,,,6
0.3548091411590576,0.012917864444415167,0.0,0.0,1555,1,1,sqrt,11,True,"{'n_estimators': 1555, 'min_samples_split': 1, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 11, 'bootstrap': True}",,,,,,,,5,,,,,,,,5
0.0032032012939453127,0.0004203019291003407,0.0,0.0,1,1,2,sqrt,88,True,"{'n_estimators': 1, 'min_samples_split': 1, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 88, 'bootstrap': True}",,,,,,,,4,,,,,,,,4
0.8696273803710938,0.025846376810854155,0.06420402526855469,0.0007577563507045085,1111,2,1,auto,,False,"{'n_estimators': 1111, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,0.5454545454545454,,,3,,,,,-1.1764705882352942,,,3
0.10120797157287598,0.0018390549227884718,0.0,0.0,445,1,2,auto,66,True,"{'n_estimators': 445, 'min_samples_split': 1, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 66, 'bootstrap': True}",,,,,,,,23,,,,,,,,23
0.9728056907653808,0.1518881238463641,0.0660010814666748,0.013983789871428391,889,2,1,auto,99,True,"{'n_estimators': 889, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 99, 'bootstrap': True}",,,,,,,,24,,,,,,,,24
0.9180259227752685,0.011073087350631014,0.06179265975952149,0.0007551646062450624,1111,2,1,auto,33,True,"{'n_estimators': 1111, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 33, 'bootstrap': True}",,,,,,,,25,,,,,,,,25
0.8714179039001465,0.02318818990694675,0.07280020713806153,0.002785681839145846,1333,2,4,auto,11,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 11, 'bootstrap': False}",,,,,,,,26,,,,,,,,26
0.240418004989624,0.004032172005640649,0.025600767135620116,0.0007981551075590385,445,14,1,sqrt,99,False,"{'n_estimators': 445, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 99, 'bootstrap': False}",,,,,,,,48,,,,,,,,48
0.0030194759368896485,1.5421535901673447e-05,0.0019928932189941405,0.0006330020441169777,1,14,2,auto,66,False,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 66, 'bootstrap': False}",,,,,,,,47,,,,,,,,47
0.5926183700561524,0.01605413942292802,0.05979290008544922,0.0013307516581922804,1111,14,2,sqrt,44,False,"{'n_estimators': 1111, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 44, 'bootstrap': False}",,,,,,,,46,,,,,,,,46
0.002805280685424805,0.0007594566482311483,0.002002429962158203,2.127270983711615e-05,1,2,2,auto,22,True,"{'n_estimators': 1, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 22, 'bootstrap': True}",,,,,,,,45,,,,,,,,45
0.0028126716613769533,0.00039104203899770543,0.0022036552429199217,0.0004248428661561872,1,14,2,sqrt,44,True,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 44, 'bootstrap': True}",,,,,,,,44,,,,,,,,44
1.556604528427124,0.03147925988349441,0.1020057201385498,0.004644801694232992,2000,14,1,auto,110,True,"{'n_estimators': 2000, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 110, 'bootstrap': True}",,,,,,,,43,,,,,,,,43
0.6808282852172851,0.024205787062576305,0.06919775009155274,0.0013264984507604682,1333,14,2,sqrt,44,False,"{'n_estimators': 1333, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 44, 'bootstrap': False}",,,,,,,,42,,,,,,,,42
0.17541375160217285,0.0007772865108570284,0.0,0.0,889,1,4,auto,66,True,"{'n_estimators': 889, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 66, 'bootstrap': True}",,,,,,,,41,,,,,,,,41
0.3390238285064697,0.008164381063221239,0.03500022888183594,0.0010959764244693195,667,14,2,sqrt,,False,"{'n_estimators': 667, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",,,,,,,,40,,,,,,,,40
0.17201824188232423,0.006404741238157644,0.011999130249023438,3.191604715477278e-06,223,14,1,auto,66,True,"{'n_estimators': 223, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 66, 'bootstrap': True}",,,,,,,,39,,,,,,,,39
0.3414043426513672,0.007318715207086829,0.034401559829711915,0.0004911318703818258,667,2,2,sqrt,77,False,"{'n_estimators': 667, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 77, 'bootstrap': False}",,,,,,,,49,,,,,,,,49
1.1178152561187744,0.01724156787054348,0.09180688858032227,0.007194289610413863,1777,14,2,auto,55,False,"{'n_estimators': 1777, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 55, 'bootstrap': False}",,,,,,,,38,,,,,,,,38
0.786827564239502,0.016973500430469367,0.05859904289245606,0.00048729777011687027,1111,2,1,sqrt,99,True,"{'n_estimators': 1111, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 99, 'bootstrap': True}",,,,,,,,36,,,,,,,,36
0.9466190814971924,0.020477265411225465,0.08000020980834961,0.0008804571247973884,1555,14,4,auto,22,False,"{'n_estimators': 1555, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 22, 'bootstrap': False}",,,,,,,,35,,,,,,,,35
0.04821939468383789,0.001835308705147393,0.0,0.0,223,1,4,auto,1,True,"{'n_estimators': 223, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 1, 'bootstrap': True}",,,,,,,,34,,,,,,,,34
0.5784249782562256,0.0089293645827606,0.05659799575805664,0.0004881731207897806,1111,2,2,sqrt,,False,"{'n_estimators': 1111, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",,,,,,,,33,,,,,,,,33
0.396412992477417,0.016379996490325562,0.0,0.0,2000,1,4,auto,,False,"{'n_estimators': 2000, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,,,,32,,,,,,,,32
0.6898288249969482,0.007632872763752753,0.06799664497375488,0.0010954565980180208,1333,2,1,sqrt,11,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 11, 'bootstrap': False}",,,,,,,,31,,,,,,,,31
0.9271585464477539,0.012178896575446144,0.06859173774719238,0.002869602015103622,1333,14,2,sqrt,,True,"{'n_estimators': 1333, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",,,,,,,,30,,,,,,,,30
0.0022081375122070313,0.0003944444010470691,0.0017918586730957032,0.00039618317669542515,1,14,1,sqrt,33,False,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 33, 'bootstrap': False}",,,,,,,,29,,,,,,,,29
0.6728254795074463,0.00909565301596297,0.06778607368469239,0.0011906199377038624,1333,2,4,sqrt,88,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 88, 'bootstrap': False}",,,,,,,,28,,,,,,,,28
0.00279850959777832,0.00041125905389572797,0.0017983436584472657,0.00039922934141497,1,14,2,sqrt,110,True,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': True}",,,,,,,,27,,,,,,,,27
1.0186196327209474,0.025196014998014785,0.07820110321044922,0.004036988393882889,1555,14,2,auto,,False,"{'n_estimators': 1555, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,,,,75,,,,,,,,75
0.28861250877380373,0.006678964975140809,0.023199129104614257,0.000757612007268389,445,14,2,auto,99,False,"{'n_estimators': 445, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 99, 'bootstrap': False}",,,,,,,,100,,,,,,,,100
